1p. Locale broad type (name),1q. Census Region,2a. Total number of buses,4b. Number of students in district,4c. Number of schools in district,4f. Median household income,4g. Percent of population below the poverty level,5f. PM2.5 concentration,5h. Ozone concentration
Rural,Midwest,7.0,533.0,3.0,54779.0,0.158,8.15331142,58.80790358
Rural,Midwest,6.0,123.0,1.0,56050.0,0.106,5.26509482,54.01085967
Town,West,17.0,1272.0,4.0,78125.0,0.081,4.496542549,55.04916272
Rural,Northeast,22.0,445.0,2.0,98003.0,0.051,7.32355335,59.93471332
Rural,Midwest,10.0,391.0,2.0,57077.0,0.155,5.644541743,55.04235837
Town,South,37.0,2525.0,6.0,37808.0,0.196,8.400658439,58.04734924
Rural,Midwest,10.0,436.0,2.0,70568.0,0.047,7.899103424,61.18584173
Rural,Midwest,17.0,1555.0,4.0,65183.0,0.11900000000000001,7.993025584,58.66055401
Rural,Midwest,21.0,885.0,4.0,61406.0,0.113,4.560401879,54.21572885
Suburban,Midwest,2.0,278.0,1.0,41534.0,0.26899999999999996,8.976354124,61.34650368
Urban,South,117.0,13155.0,21.0,88552.0,0.07400000000000001,9.308358378,62.86219651
Town,Midwest,13.0,888.0,3.0,55476.0,0.109,8.610658152,59.20228524
Town,Midwest,33.0,2116.0,8.0,66339.0,0.10300000000000001,7.861022382,57.6972512
Suburban,South,162.0,30003.0,43.0,41675.0,0.295,10.75002599,54.3166663
Town,South,23.0,1344.0,3.0,45019.0,0.17300000000000001,8.6854053,58.29252268
Rural,South,57.0,4054.0,9.0,49057.0,0.154,7.204398232,56.75856713
Town,Midwest,2.0,323.0,1.0,43750.0,0.14,8.479260367,59.58529631
Rural,West,6.0,275.0,1.0,95833.0,0.129,8.622749915,71.62836387
Rural,Midwest,17.0,814.0,3.0,59957.0,0.163,8.124762649,60.80892662
Rural,South,12.0,240.0,1.0,57368.0,0.244,7.173048996,65.04923464
Town,Midwest,40.0,2659.0,5.0,98998.0,0.047,8.369711052,65.32644431
Rural,Northeast,23.0,1207.0,6.0,75074.0,0.069,5.45103416,51.84455332
Town,Northeast,19.0,1073.0,4.0,63848.0,0.11699999999999999,5.152029053,53.07103301
Rural,South,26.0,1035.0,3.0,38879.0,0.301,9.336005502,59.64515225
Town,South,40.0,2927.0,6.0,75188.0,0.107,8.891786002,63.68303664
Town,Midwest,32.0,1905.0,6.0,54916.0,0.14400000000000002,5.49510681,53.52323046
Town,South,12.0,1285.0,5.0,26827.0,0.375,9.732406767,56.0171765
Town,Midwest,17.0,1246.0,3.0,53602.0,0.134,6.651950229,60.790741
Rural,South,31.0,2685.0,5.0,75134.0,0.059000000000000004,8.500505211,57.88821336
Rural,South,84.0,5833.0,14.0,69132.0,0.102,7.475027815,57.98917828
Rural,Midwest,12.0,309.0,3.0,63375.0,0.045,5.458739451,57.77799728
Rural,South,12.0,258.0,1.0,148047.0,0.081,7.426196958,65.81094503
Rural,West,1.0,76.0,1.0,45547.0,0.217,4.038685562,61.08572235
Urban,West,13.0,5001.0,9.0,72050.0,0.161,10.79707962,65.61868935
Town,Northeast,16.0,845.0,3.0,48635.0,0.21100000000000002,4.904357584,51.60711363
Suburban,West,12.0,2451.0,6.0,45349.0,0.248,10.61502484,76.23331706
Town,Midwest,18.0,1714.0,4.0,102431.0,0.092,7.663278355,58.2169073
Rural,South,21.0,825.0,3.0,45536.0,0.20600000000000002,9.075459742,60.21876336
Rural,Midwest,2.0,55.0,2.0,49773.0,0.069,7.537810918,58.21395291
Rural,Midwest,12.0,828.0,4.0,61658.0,0.11800000000000001,7.050169992,61.93624328
Rural,Midwest,3.0,229.0,1.0,54810.0,0.126,5.449793219,53.83841115
Town,Midwest,22.0,1803.0,3.0,56791.0,0.073,8.694043723,60.14329071
Rural,West,9.0,812.0,3.0,46667.0,0.205,5.54990995,66.81803293
Rural,Midwest,11.0,597.0,3.0,69362.0,0.047,4.902031632,56.83193878
Suburban,South,35.0,4366.0,9.0,40778.0,0.261,10.48086556,54.36120699
Suburban,Northeast,24.0,2439.0,4.0,66529.0,0.10099999999999999,8.393286289,67.76929785
Urban,Midwest,29.0,3394.0,10.0,37283.0,0.235,8.628720704,60.99904461
Rural,South,118.0,8401.0,15.0,47885.0,0.139,8.963783477,60.18761363
Rural,West,6.0,428.0,2.0,51403.0,0.15,4.670245777,61.32749725
Town,Midwest,12.0,805.0,2.0,71557.0,0.07200000000000001,8.712125801,57.65864813
Rural,West,3.0,71.0,2.0,46484.0,0.32299999999999995,3.817473342,55.01367
Rural,Midwest,8.0,549.0,2.0,64485.0,0.092,9.024888045,60.08170176
Rural,Midwest,8.0,113.0,2.0,44500.0,0.149,8.245807477,64.03361128
Rural,Midwest,8.0,504.0,2.0,40000.0,0.198,7.10283581,57.10105807
Rural,South,38.0,3369.0,6.0,92973.0,0.066,8.877249308,61.13463364
Rural,West,5.0,278.0,1.0,56875.0,0.132,4.615236381,56.31474068
Rural,Midwest,8.0,343.0,2.0,74934.0,0.095,5.647768882,55.27646597
Rural,South,73.0,2462.0,9.0,37093.0,0.252,6.949287151,57.36468171
Rural,Midwest,16.0,1527.0,4.0,106021.0,0.05,8.719061782,62.57423177
Town,Midwest,10.0,602.0,3.0,47917.0,0.087,7.342921422,54.87786865
Rural,Midwest,3.0,92.0,1.0,66027.0,0.13,8.461970787,57.77030497
Town,Northeast,21.0,1456.0,7.0,57702.0,0.152,4.708819785,53.1038128
Town,Midwest,26.0,1496.0,3.0,45080.0,0.182,8.532487281,61.07914228
Rural,South,9.0,404.0,2.0,53393.0,0.086,8.803917892,58.7857606
Rural,Midwest,12.0,494.0,3.0,83810.0,0.066,7.908759647,60.2964451
Town,Midwest,12.0,1106.0,3.0,43387.0,0.174,8.613256036,57.01375039
Urban,West,11.0,5940.0,14.0,143125.0,0.065,7.233375151,64.37261151
Rural,South,44.0,2270.0,4.0,48652.0,0.16899999999999998,6.816079025,61.1072787
Rural,Midwest,20.0,567.0,2.0,54299.0,0.11800000000000001,7.479842328,58.95287781
Rural,Midwest,24.0,629.0,3.0,56068.0,0.128,8.528608474,60.05182453
Rural,South,28.0,3494.0,7.0,52238.0,0.138,8.782361235,63.92415612
Rural,Midwest,7.0,159.0,2.0,61435.0,0.10400000000000001,8.003948338,58.47411429
Rural,Midwest,10.0,394.0,3.0,68088.0,0.09699999999999999,5.815626946,55.11706912
Rural,West,4.0,267.0,5.0,60144.0,0.252,4.249954027,60.112
Rural,Midwest,11.0,398.0,2.0,45435.0,0.18,8.205564658,64.66877
Rural,Midwest,12.0,621.0,2.0,67195.0,0.10800000000000001,7.446887013,54.51747933
Rural,South,59.0,1831.0,7.0,37571.0,0.24,6.772215751,58.0631915
Suburban,South,236.0,29188.0,33.0,90946.0,0.071,9.543535027,70.16649407
Rural,South,40.0,1637.0,5.0,34363.0,0.221,7.943478976,56.10771074
Town,Midwest,11.0,732.0,1.0,60864.0,0.13699999999999998,8.459072483,59.68300514
Rural,Midwest,14.0,961.0,3.0,90125.0,0.045,8.503840594,57.38443676
Urban,South,189.0,13557.0,18.0,95406.0,0.07,10.20057729,66.56688531
Rural,South,162.0,14557.0,15.0,71317.0,0.11800000000000001,10.04581059,64.29125415
Suburban,South,127.0,9563.0,18.0,51972.0,0.174,9.568464063,68.69653194
Town,South,37.0,3413.0,7.0,43025.0,0.18600000000000003,7.58708805,58.13410801
Town,West,46.0,3452.0,5.0,59598.0,0.17800000000000002,7.212055228,44.16154024
Suburban,Midwest,19.0,1182.0,4.0,112359.0,0.036000000000000004,9.625806663,62.82055553
Rural,Midwest,13.0,1078.0,3.0,45848.0,0.166,8.235340942,56.31008424
Town,South,64.0,5186.0,9.0,50560.0,0.18600000000000003,8.872073064,61.30577331
Town,Northeast,27.0,4340.0,9.0,71002.0,0.094,6.453143121,52.8321333
Rural,Midwest,8.0,455.0,3.0,45337.0,0.19399999999999998,7.746399336,59.83612559
Rural,Midwest,14.0,852.0,2.0,75295.0,0.063,7.897640504,56.67803477
Rural,Midwest,24.0,1959.0,5.0,44554.0,0.18,8.112151924,56.83055168
Suburban,Northeast,45.0,2344.0,2.0,59290.0,0.091,6.735848841,63.06200126
Suburban,West,162.0,22944.0,39.0,128060.0,0.042,7.380361207,47.12773027
Rural,West,3.0,1224.0,4.0,72962.0,0.049,4.942018427,63.8308646
Suburban,Northeast,245.0,10479.0,15.0,101407.0,0.047,7.446377743,60.06966246
Rural,West,8.0,119.0,2.0,46667.0,0.155,4.465917036,54.64305121
Town,West,61.0,5312.0,16.0,75688.0,0.07,4.092519237,60.4433486
Urban,West,155.0,27919.0,45.0,83467.0,0.087,6.085363837,70.42994982
Town,West,74.0,10161.0,35.0,82462.0,0.11599999999999999,3.807511623,59.02632068
Rural,Midwest,8.0,400.0,2.0,48750.0,0.17600000000000002,7.800371794,55.60319451
Rural,Midwest,4.0,1277.0,3.0,66353.0,0.055,5.707670105,58.60198731
Town,Midwest,35.0,1974.0,5.0,66041.0,0.076,7.906591327,58.14431823
Town,South,17.0,4835.0,7.0,55500.0,0.204,8.940644528,58.91969181
Rural,South,10.0,145.0,1.0,53103.0,0.09,7.264338425,59.82665215
Suburban,West,101.0,8969.0,18.0,107868.0,0.037000000000000005,6.469664395,47.6171952
Town,Midwest,34.0,1745.0,5.0,62558.0,0.138,9.119692076,62.07669215
Town,South,59.0,4157.0,8.0,60897.0,0.13699999999999998,9.551563912,61.95871846
Urban,South,41.0,9408.0,13.0,66667.0,0.122,7.794835297,60.64828356
Suburban,South,55.0,5861.0,7.0,64054.0,0.078,9.15623206,59.65203668
Suburban,Northeast,14.0,640.0,2.0,99188.0,0.052000000000000005,6.599034362,51.36784211
Suburban,Midwest,30.0,3721.0,12.0,47086.0,0.218,9.227850699,59.41792444
Urban,Midwest,106.0,17026.0,32.0,80791.0,0.175,8.971292596,58.5496396
Town,Midwest,8.0,1139.0,3.0,66157.0,0.10400000000000001,5.672889396,58.98821414
Rural,Midwest,13.0,236.0,2.0,59821.0,0.036000000000000004,6.972787154,57.50627279
Rural,Midwest,16.0,249.0,2.0,83500.0,0.05,5.126433471,56.31761339
Rural,West,7.0,491.0,1.0,97451.0,0.094,7.171291788,66.37620592
Rural,Midwest,12.0,1265.0,3.0,67314.0,0.081,7.933566092,55.88119466
Rural,South,13.0,1387.0,3.0,33138.0,0.27899999999999997,9.281006326,60.61602398
Rural,Midwest,14.0,752.0,3.0,71232.0,0.10099999999999999,8.711971825,56.29190728
Town,West,30.0,7664.0,18.0,50619.0,0.201,5.544522837,60.11606101
Suburban,West,63.0,17272.0,21.0,70462.0,0.07200000000000001,5.384124146,64.50344368
Rural,Midwest,6.0,466.0,2.0,56859.0,0.122,4.793826373,52.54131935
Rural,West,6.0,134.0,5.0,56780.0,0.077,4.829901222,52.23829081
Suburban,Northeast,25.0,670.0,2.0,94474.0,0.057,7.003958655,62.61015091
Town,South,16.0,508.0,2.0,48844.0,0.134,7.64484614,55.93956249
Rural,South,11.0,202.0,1.0,61944.0,0.067,7.142907391,61.7180249
Suburban,West,91.0,13925.0,20.0,97920.0,0.10099999999999999,7.487142774,68.91821302
Rural,Midwest,3.0,75.0,1.0,85357.0,0.066,8.63671851,59.81497171
Rural,Midwest,5.0,140.0,2.0,61250.0,0.039,7.429007503,57.1781642
Town,West,12.0,3811.0,9.0,74885.0,0.07400000000000001,6.572234662,66.53275023
Town,Northeast,7.0,697.0,2.0,96521.0,0.059000000000000004,6.378329567,75.57714922
Rural,West,22.0,161.0,2.0,50577.0,0.08199999999999999,7.159035245,52.75162098
Rural,Midwest,6.0,321.0,2.0,68214.0,0.121,8.752853132,61.19153301
Town,South,18.0,1168.0,4.0,34008.0,0.248,7.791655637,56.70110841
Town,West,15.0,782.0,3.0,54863.0,0.08900000000000001,4.19985467,55.80723129
Urban,West,96.0,35424.0,54.0,52356.0,0.205,8.48144529,67.57230092
Rural,Midwest,12.0,297.0,2.0,78472.0,0.098,5.005484463,54.38814435
Rural,South,175.0,13806.0,19.0,66244.0,0.113,9.788478186,64.16079965
Suburban,Midwest,39.0,3386.0,7.0,122068.0,0.028999999999999998,8.610828849,57.84809676
Town,Midwest,22.0,1054.0,3.0,77422.0,0.077,8.416362733,59.16032262
Urban,West,93.0,27748.0,21.0,80162.0,0.13,10.82710161,66.39702573
Urban,Midwest,93.0,10568.0,25.0,51430.0,0.168,7.981965077,58.76773275
Rural,West,9.0,351.0,2.0,50521.0,0.094,6.676309461,53.95256309
Town,Midwest,10.0,560.0,2.0,71193.0,0.085,8.598709219,60.76759358
Rural,Northeast,29.0,1670.0,6.0,62994.0,0.1,5.510839222,51.17712478
Suburban,Northeast,47.0,4416.0,8.0,107154.0,0.032,8.047011823,66.71108041
Rural,Midwest,45.0,1822.0,4.0,77184.0,0.08900000000000001,8.405607497,59.61242059
Town,Northeast,15.0,950.0,3.0,63729.0,0.062,6.582691882,55.74848511
Suburban,Northeast,84.0,4537.0,8.0,162525.0,0.027000000000000003,7.467521021,64.42746344
Suburban,Midwest,39.0,3873.0,6.0,64885.0,0.077,10.19582139,66.39757934
Rural,Midwest,6.0,276.0,1.0,44306.0,0.247,6.464562762,58.25619087
Rural,West,8.0,359.0,4.0,64813.0,0.149,4.691586158,63.77165923
Rural,Midwest,6.0,200.0,1.0,55375.0,0.10400000000000001,8.106455124,59.640394
Rural,Midwest,37.0,1277.0,3.0,60132.0,0.102,8.470772552,59.91763521
Rural,West,3.0,125.0,1.0,44125.0,0.166,5.826894169,52.40141929
Rural,Midwest,17.0,960.0,4.0,62774.0,0.095,6.633578801,59.30618065
Rural,Midwest,10.0,408.0,2.0,44554.0,0.226,7.092611135,54.87235454
Rural,Midwest,14.0,697.0,3.0,51371.0,0.19,8.527308983,64.02444705
Town,Midwest,12.0,822.0,3.0,62654.0,0.06,8.761271697,56.73447248
Suburban,South,328.0,31518.0,33.0,80234.0,0.063,9.805704656,67.47155353
Rural,Midwest,1.0,76.0,1.0,59375.0,0.139,8.953780028,61.0716346
Rural,West,9.0,270.0,2.0,76464.0,0.11599999999999999,3.499143918,55.59282196
Suburban,Midwest,153.0,14595.0,22.0,80115.0,0.052000000000000005,7.569092275,58.43946791
Rural,Midwest,5.0,227.0,2.0,53942.0,0.19899999999999998,7.229137748,56.50957604
Rural,Midwest,1.0,1347.0,7.0,68019.0,0.079,5.668576941,59.67000226
Town,Midwest,9.0,634.0,3.0,52833.0,0.157,6.634697971,59.46181145
Rural,West,6.0,67.0,2.0,65313.0,0.094,7.909300833,54.26010244
Rural,South,60.0,3906.0,7.0,77630.0,0.09699999999999999,8.797407705,61.73743939
Urban,Midwest,324.0,48548.0,107.0,34763.0,0.318,10.40898278,62.97827551
Suburban,Midwest,21.0,3138.0,5.0,46498.0,0.20600000000000002,9.525373546,63.27817081
Suburban,South,11.0,2392.0,8.0,55211.0,0.134,9.598354798,64.06432793
Rural,South,12.0,675.0,3.0,56947.0,0.14,5.596416107,59.16721344
Suburban,Midwest,55.0,4673.0,7.0,117688.0,0.037000000000000005,9.165382833,62.80276044
Town,West,44.0,3030.0,7.0,67817.0,0.11699999999999999,7.704466664,49.4157591
Rural,Midwest,21.0,1746.0,3.0,85471.0,0.06,9.240493876,64.71549293
Rural,Midwest,10.0,515.0,3.0,62500.0,0.15,5.900210322,55.29705971
Rural,Midwest,65.0,3742.0,8.0,78071.0,0.059000000000000004,8.556452307,56.43313887
Suburban,Midwest,20.0,1183.0,3.0,64045.0,0.13,8.233940903,57.15883589
Suburban,South,9.0,1476.0,6.0,43914.0,0.196,10.22465733,68.34478615
Suburban,Midwest,6.0,1889.0,4.0,71071.0,0.11199999999999999,6.191471479,56.7207816
Rural,Midwest,3.0,171.0,2.0,62500.0,0.09,8.079808048,58.30265052
Suburban,Northeast,56.0,2868.0,5.0,117163.0,0.043,7.781429631,70.4955372
Suburban,Midwest,154.0,29221.0,41.0,104763.0,0.038,7.502640546,58.38493745
Rural,South,13.0,1052.0,3.0,45045.0,0.209,8.63352999,61.47809249
Rural,West,8.0,782.0,5.0,74364.0,0.10400000000000001,5.67316619,43.13494212
Suburban,Midwest,26.0,1690.0,4.0,64586.0,0.11199999999999999,9.094115878,66.8682929
Rural,West,3.0,111.0,3.0,44773.0,0.203,3.85817344,60.88090815
Suburban,Midwest,45.0,5582.0,9.0,58504.0,0.11,7.930280821,58.12594304
Rural,South,8.0,319.0,2.0,65000.0,0.134,8.488516294,63.83325517
Suburban,West,6.0,703.0,2.0,38147.0,0.19699999999999998,8.902479999,73.80209713
Suburban,Midwest,26.0,2160.0,5.0,69771.0,0.114,8.988088715,60.07652668
Urban,West,8.0,5465.0,10.0,160043.0,0.061,7.28128454,60.10033622
Rural,Midwest,42.0,4836.0,15.0,60875.0,0.145,5.315960289,56.4934876
Rural,Northeast,16.0,838.0,3.0,46455.0,0.127,4.646445549,51.13253167
Rural,South,93.0,8673.0,22.0,46079.0,0.17300000000000001,7.369610226,58.01315147
Rural,Midwest,19.0,806.0,3.0,61205.0,0.109,7.436639267,56.36839913
Suburban,South,244.0,13092.0,28.0,68789.0,0.133,7.909907908,65.6381858
Rural,South,61.0,3175.0,9.0,48527.0,0.136,6.801756327,57.34563305
Urban,Midwest,21.0,2004.0,6.0,42592.0,0.228,10.226604,63.70181905
Town,Midwest,13.0,4526.0,10.0,43484.0,0.20600000000000002,8.836456429,62.12488075
Town,Northeast,35.0,1895.0,6.0,53331.0,0.126,5.27908291,51.61759091
Town,South,20.0,1396.0,3.0,39583.0,0.14800000000000002,10.08751626,54.61624354
Town,Midwest,82.0,4916.0,10.0,56705.0,0.105,8.535152863,60.43011507
Rural,Northeast,19.0,824.0,2.0,54702.0,0.122,6.937107095,58.21553223
Town,Midwest,81.0,6345.0,9.0,56150.0,0.125,8.017364488,59.15835183
Rural,West,9.0,283.0,2.0,37538.0,0.19,8.268992824,53.30525421
Town,Midwest,7.0,2163.0,3.0,96161.0,0.027999999999999997,7.467270543,58.41654477
Suburban,West,3.0,4956.0,14.0,101443.0,0.065,7.119055932,49.76522047
Rural,Midwest,7.0,377.0,2.0,72721.0,0.066,7.392499105,60.28344941
Rural,Midwest,12.0,1252.0,3.0,69821.0,0.092,5.129355317,58.19316377
Rural,South,86.0,4339.0,12.0,43224.0,0.175,7.251598581,58.95840835
Rural,West,6.0,214.0,2.0,82500.0,0.098,6.444106024,53.26283849
Suburban,Midwest,19.0,1425.0,4.0,59019.0,0.10300000000000001,8.21105494,57.56120984
Rural,Midwest,8.0,308.0,3.0,32659.0,0.254,7.670150439,65.15281039
Rural,Midwest,4.0,172.0,1.0,90345.0,0.031,8.502270509,60.38689415
Rural,South,48.0,2090.0,8.0,49733.0,0.175,9.091855018,59.89160168
Town,Midwest,4.0,204.0,1.0,93250.0,0.051,8.824418493,60.24934467
Town,Midwest,19.0,1357.0,4.0,41921.0,0.226,7.209101895,56.71269047
Rural,West,7.0,237.0,5.0,77857.0,0.028999999999999998,4.35227572,54.58571113
Rural,Midwest,4.0,49.0,1.0,36250.0,0.32299999999999995,7.409473233,55.9859
Rural,Midwest,5.0,320.0,3.0,65793.0,0.094,8.934562732,57.36869868
Suburban,Midwest,56.0,5935.0,16.0,38515.0,0.3,8.263723635,61.60514817
Rural,South,18.0,604.0,4.0,35357.0,0.262,8.376359061,56.22755509
Rural,South,78.0,3329.0,11.0,42979.0,0.17600000000000002,8.205258471,57.10594924
Rural,Midwest,4.0,541.0,2.0,70192.0,0.09300000000000001,5.358801535,59.59369722
Rural,South,21.0,1755.0,4.0,50884.0,0.205,9.233780822,58.961
Rural,Midwest,20.0,1202.0,3.0,73904.0,0.081,8.538597557,58.97764432
Rural,Midwest,17.0,1150.0,3.0,63870.0,0.11,8.581723633,57.00763695
Rural,South,87.0,6421.0,10.0,51996.0,0.126,9.432073236,60.84012697
Suburban,Midwest,1.0,1077.0,2.0,150962.0,0.018000000000000002,9.050856286,60.17896777
Town,South,34.0,2407.0,5.0,63617.0,0.102,8.666162845,62.03729009
Rural,Midwest,13.0,650.0,4.0,59677.0,0.09699999999999999,6.508509188,60.37175229
Town,West,1.0,171.0,1.0,77662.0,0.168,4.98893454,51.29472485
Rural,Midwest,3.0,83.0,1.0,66500.0,0.099,8.440857367,59.55338194
Suburban,South,32.0,2843.0,6.0,65570.0,0.09,8.035056169,59.89856854
Rural,West,1.0,218.0,2.0,54528.0,0.085,4.4302281,56.59006042
Town,South,24.0,1871.0,3.0,40516.0,0.22899999999999998,8.647508829,58.12733195
Rural,Midwest,3.0,72.0,1.0,70750.0,0.124,7.051749843,55.37772032
Town,West,18.0,2473.0,6.0,43968.0,0.268,3.955124929,46.71044601
Rural,South,141.0,9747.0,20.0,65011.0,0.11800000000000001,9.501644455,62.21354604
Urban,Midwest,113.0,25237.0,54.0,68781.0,0.171,8.699855608,58.67013311
Rural,Midwest,10.0,491.0,2.0,69250.0,0.054000000000000006,5.945363881,61.7192174
Rural,South,71.0,2173.0,11.0,30646.0,0.301,7.581658863,57.28182942
Town,Midwest,14.0,698.0,3.0,49304.0,0.05,5.522516369,53.50604859
Town,Midwest,13.0,1251.0,4.0,56585.0,0.081,8.748223708,60.80754725
Town,Northeast,15.0,1328.0,3.0,58029.0,0.084,4.130588767,55.05341996
Town,Midwest,38.0,3334.0,8.0,51034.0,0.165,8.264629001,60.65998762
Rural,Midwest,12.0,566.0,3.0,93218.0,0.049,6.544138839,59.63245943
Rural,Northeast,2.0,0.0,0.0,76875.0,0.011000000000000001,4.197850986,49.69759
Rural,South,8.0,258.0,1.0,37381.0,0.141,8.673058033,62.56832509
Rural,Midwest,14.0,421.0,4.0,68108.0,0.045,7.86301725,62.80540568
Suburban,Northeast,34.0,1681.0,3.0,62483.0,0.136,6.576812347,55.32748313
Rural,West,2.0,238.0,1.0,67454.0,0.10099999999999999,6.567938203,59.03966012
Town,South,13.0,1179.0,3.0,67804.0,0.054000000000000006,7.091103014,66.59945
Rural,Midwest,66.0,3546.0,7.0,46034.0,0.183,8.085342532,58.86552006
Rural,West,35.0,2900.0,9.0,69169.0,0.163,5.833599323,66.17134061
Suburban,Midwest,25.0,3234.0,7.0,88212.0,0.049,8.810173694,61.75985082
Town,Midwest,26.0,1666.0,3.0,55102.0,0.20600000000000002,7.02302593,54.52835602
Suburban,Midwest,23.0,3256.0,7.0,83975.0,0.054000000000000006,8.124951075,58.70995253
Town,South,63.0,4614.0,11.0,31198.0,0.304,9.309417347,56.85613664
Suburban,Northeast,2.0,1833.0,5.0,243899.0,0.013000000000000001,8.66198,62.97352
Rural,South,7.0,61.0,1.0,40625.0,0.141,5.258449452,62.88734
Urban,Northeast,175.0,10386.0,14.0,60018.0,0.126,7.566915862,63.4908509
Rural,Midwest,16.0,334.0,1.0,58000.0,0.16399999999999998,7.281224981,62.67563231
Town,South,50.0,4766.0,7.0,54179.0,0.231,8.789389944,57.50347509
Suburban,Midwest,77.0,4079.0,8.0,78108.0,0.075,9.013416154,61.73165172
Rural,Midwest,22.0,856.0,3.0,46250.0,0.21600000000000003,7.770788529,56.51175187
Rural,Midwest,15.0,732.0,3.0,53095.0,0.054000000000000006,7.692219753,57.203115
Suburban,Northeast,1.0,1555.0,3.0,168917.0,0.075,8.668701101,69.80825158
Suburban,South,91.0,6955.0,13.0,53635.0,0.16399999999999998,8.776292319,59.50762342
Urban,West,35.0,6041.0,9.0,105945.0,0.07400000000000001,10.26672324,74.37921961
Rural,Midwest,7.0,327.0,4.0,64712.0,0.107,7.650926775,59.98908447
Town,Midwest,22.0,2264.0,4.0,51705.0,0.223,6.736015282,58.82914021
Rural,Midwest,8.0,543.0,3.0,67232.0,0.054000000000000006,8.148226137,58.43185231
Rural,South,119.0,10617.0,15.0,67885.0,0.136,9.229548264,62.11856394
Rural,Midwest,58.0,4794.0,8.0,89090.0,0.055,9.402080208,59.92232443
Town,Midwest,19.0,1421.0,4.0,45840.0,0.146,8.61343969,60.21772914
Rural,Midwest,25.0,2092.0,5.0,58015.0,0.152,7.005983456,60.52241135
Suburban,Northeast,46.0,4611.0,5.0,194624.0,0.040999999999999995,7.853784907,65.36007283
Town,Midwest,5.0,365.0,2.0,48385.0,0.358,7.839521513,57.26343635
Rural,West,2.0,211.0,3.0,128583.0,0.098,5.625288973,48.32910056
Town,Midwest,39.0,2777.0,5.0,45961.0,0.16399999999999998,7.402024356,56.59678972
Urban,South,84.0,14291.0,27.0,46264.0,0.201,9.429698734,57.97565149
Town,West,30.0,2081.0,7.0,70140.0,0.111,6.895815264,44.63346203
Town,Midwest,11.0,1134.0,4.0,44283.0,0.254,8.540223247,57.80472341
Rural,West,2.0,82.0,2.0,41629.0,0.23199999999999998,4.509635444,55.36995183
Rural,Northeast,1.0,78.0,1.0,85556.0,0.131,4.403182521,55.4709
Rural,West,1.0,22.0,1.0,61250.0,0.025,6.461640658,54.58552
Rural,West,9.0,86.0,1.0,50625.0,0.064,7.792747931,53.86558396
Rural,Northeast,20.0,659.0,2.0,61168.0,0.073,6.176468714,51.41986431
Suburban,Northeast,55.0,10826.0,19.0,86616.0,0.087,8.708453156,63.33264373
Rural,Midwest,2.0,109.0,1.0,55188.0,0.10099999999999999,8.304484804,57.84971954
Rural,Northeast,51.0,1718.0,3.0,81066.0,0.07,6.810840833,56.09531585
Town,West,25.0,1131.0,8.0,51453.0,0.134,7.422670642,51.94779641
Town,South,23.0,1013.0,4.0,46595.0,0.16399999999999998,8.931709246,60.90909219
Suburban,Midwest,72.0,4938.0,8.0,66199.0,0.11699999999999999,8.880743023,59.9081214
Town,Midwest,6.0,1089.0,4.0,54764.0,0.153,7.082612396,55.87264771
Suburban,Midwest,25.0,1522.0,3.0,57857.0,0.16,8.545049863,62.58448808
Rural,South,128.0,13747.0,19.0,60115.0,0.171,9.208557648,64.2545874
Town,Midwest,10.0,755.0,3.0,54646.0,0.18600000000000003,8.719462308,57.8687409
Town,Midwest,12.0,945.0,4.0,52000.0,0.10099999999999999,7.183601464,56.30212027
Town,West,1.0,1643.0,4.0,26315.0,0.40399999999999997,3.755936728,59.70071564
Urban,Midwest,154.0,13787.0,51.0,55824.0,0.185,8.540781162,61.05006814
Rural,Northeast,24.0,907.0,3.0,70541.0,0.077,6.862641144,53.00448095
Rural,Midwest,16.0,842.0,3.0,88393.0,0.054000000000000006,7.01283863,55.98411187
Rural,Northeast,14.0,459.0,2.0,67218.0,0.052000000000000005,6.328912551,52.05232919
Suburban,Northeast,2.0,232.0,1.0,60048.0,0.204,8.753621918,62.97251
Town,Midwest,22.0,1089.0,4.0,43284.0,0.22399999999999998,8.458147895,59.49134838
Rural,Midwest,15.0,830.0,2.0,37933.0,0.267,7.185545118,54.89167383
